Car_ID,Brand,Year,Mileage_Km,Engine_CC,Power_BHP,Fuel_Type,Transmission,City,Seller_Type,Condition,Previous_Owners,Accidents_Reported,Service_Score,Resale_Price_Lakh
CAR0238,Tata,2025,28724,1173,170.5,Petrol,Automatic,Bengaluru,Dealer,Good,2,0,78,8.96
CAR0239,Honda,2021,71772,1287,167.2,Petrol,Manual,Delhi,Dealer,Very Good,2,0,81,7.11
CAR0240,Hyundai,2021,65171,1539,201.7,CNG,Automatic,Ahmedabad,Dealer,Good,1,0,59,5.84
CAR0241,Kia,2019,53618,1362,152.1,Petrol,Manual,Bengaluru,Certified Dealer,Good,2,1,86,4.04
CAR0242,Hyundai,2018,77555,1175,160.2,Diesel,Automatic,Lucknow,Individual,Excellent,1,0,79,4.88
CAR0243,Hyundai,2021,40559,1258,134.8,Petrol,Manual,Chandigarh,Individual,Good,4,0,91,4.58
CAR0244,Skoda,2020,65299,911,130.2,Petrol,Automatic,Hyderabad,Individual,Very Good,1,1,77,6.32
CAR0245,Toyota,2017,97827,1427,172.3,Petrol,Manual,Kochi,Certified Dealer,Good,2,0,63,3.31
CAR0246,Hyundai,2019,85546,600,151.6,Diesel,Manual,Jaipur,Dealer,Good,2,1,57,3.26
CAR0247,Kia,2015,127268,1258,188.6,Petrol,Automatic,Delhi,Individual,Good,1,0,77,1.84
CAR0248,Volkswagen,2017,117048,1952,180.5,Diesel,Automatic,Bengaluru,Certified Dealer,Very Good,1,0,98,3.71
CAR0249,Toyota,2018,113920,1425,154.3,Petrol,Manual,Bengaluru,Individual,Good,1,0,85,4.17
CAR0250,Toyota,2017,65412,856,100.5,Petrol,Manual,Ahmedabad,Individual,Good,2,0,75,2.19
CAR0251,Mahindra,2020,62556,1314,171.3,Diesel,Manual,Chandigarh,Certified Dealer,Good,1,0,79,5.96
CAR0252,Maruti,2019,70684,1016,165.0,Petrol,Automatic,Delhi,Dealer,Very Good,3,0,91,4.25
CAR0253,Honda,2015,102482,1554,172.8,Petrol,Manual,Pune,Dealer,Good,1,0,75,1.2
CAR0254,Renault,2020,69069,600,147.1,Petrol,Manual,Chandigarh,Individual,Very Good,2,1,89,5.25
CAR0255,Kia,2021,46678,1388,142.8,Petrol,Manual,Hyderabad,Dealer,Good,1,0,86,5.27
CAR0256,Tata,2020,86667,1318,132.8,Diesel,Automatic,Jaipur,Dealer,Very Good,2,0,86,6.18
CAR0257,Mahindra,2021,50293,1487,202.7,Petrol,Automatic,Lucknow,Individual,Very Good,3,1,61,3.59
CAR0258,Honda,2024,12089,982,121.6,Electric,Automatic,Kochi,Certified Dealer,Very Good,1,0,64,10.2
CAR0259,Mahindra,2020,87317,613,124.5,Petrol,Manual,Ahmedabad,Individual,Fair,1,0,89,3.92
CAR0260,Maruti,2023,32173,1774,178.2,Electric,Manual,Lucknow,Individual,Good,1,0,72,7.73
CAR0261,Toyota,2016,119205,1186,152.6,Petrol,Automatic,Bengaluru,Individual,Good,1,1,61,1.24
CAR0262,Hyundai,2015,900,1600,145.0,CNG,Automatic,Pune,Dealer,Good,1,0,82,16.9
CAR0263,Skoda,2025,23177,1531,163.3,Petrol,Manual,Lucknow,Individual,Excellent,1,0,82,9.83
CAR0264,Maruti,2014,101627,1098,131.1,Petrol,Automatic,Delhi,Individual,Excellent,1,1,98,1.2
CAR0265,Renault,2022,65899,2008,171.1,Diesel,Manual,Jaipur,Individual,Fair,3,0,82,5.97
CAR0266,Tata,2024,26907,910,111.1,Petrol,Automatic,Hyderabad,Dealer,Very Good,1,0,67,7.57
CAR0267,Skoda,2019,114723,1222,137.8,Petrol,Manual,Jaipur,Certified Dealer,Good,1,0,64,3.99
CAR0268,Kia,2022,47858,1742,182.0,Petrol,Manual,Bengaluru,Individual,Good,1,1,63,5.4
CAR0269,Kia,2015,95644,866,105.3,Petrol,Automatic,Ahmedabad,Individual,Poor,3,0,86,1.2
CAR0270,Honda,2014,123316,1435,173.1,Petrol,Manual,Kochi,Dealer,Good,1,0,63,1.2
CAR0271,Tata,2016,70803,1135,123.3,Petrol,Automatic,Ahmedabad,Dealer,Excellent,1,1,93,2.27
CAR0272,Volkswagen,2017,110054,970,130.1,CNG,Manual,Kochi,Dealer,Poor,2,0,85,1.71
CAR0273,Maruti,2014,109268,1555,165.4,Diesel,Automatic,Hyderabad,Individual,Good,1,0,71,1.2
CAR0274,Toyota,2020,75999,1167,144.3,Petrol,Manual,Bengaluru,Individual,Fair,3,0,66,3.92
CAR0275,Renault,2018,82792,947,146.8,Petrol,Manual,Hyderabad,Individual,Fair,2,0,56,1.43
CAR0276,Mahindra,2020,52979,988,144.1,Diesel,Manual,Jaipur,Individual,Good,1,2,74,3.96
CAR0277,Honda,2017,95868,1168,97.3,Petrol,Manual,Hyderabad,Certified Dealer,Very Good,1,0,90,1.68
CAR0278,Toyota,2024,42263,1675,149.1,Petrol,Automatic,Mumbai,Individual,Very Good,1,0,61,8.59
CAR0279,Kia,2020,41027,922,136.0,Diesel,Automatic,Hyderabad,Certified Dealer,Very Good,1,0,73,6.45
CAR0280,Hyundai,2018,43904,1230,138.3,Petrol,Manual,Ahmedabad,Dealer,Fair,1,0,84,2.94
CAR0281,Tata,2021,43259,1666,162.4,Diesel,Manual,Ahmedabad,Dealer,Very Good,1,0,82,6.56
CAR0282,Mahindra,2021,37846,1455,140.3,CNG,Automatic,Hyderabad,Dealer,Good,2,1,80,5.02
CAR0283,Maruti,2014,97486,1381,154.9,Electric,Automatic,Bengaluru,Certified Dealer,Good,3,1,59,1.2
CAR0284,Renault,2025,11497,1798,168.3,Petrol,Manual,Bengaluru,Individual,Good,1,0,74,9.36
CAR0285,Hyundai,2021,57758,1635,115.5,Petrol,Automatic,Hyderabad,Dealer,Good,2,0,98,5.11
CAR0286,Hyundai,2024,45546,1551,191.9,Electric,Automatic,Ahmedabad,Individual,Good,2,0,61,9.76
CAR0287,Volkswagen,2014,133806,3100,122.9,Electric,Manual,Kochi,Dealer,Good,1,1,64,1.2
CAR0288,Mahindra,2022,61269,1412,174.9,Petrol,Manual,Pune,Dealer,Poor,3,0,90,5.95
CAR0289,Volkswagen,2024,22118,600,148.2,Electric,Manual,Lucknow,Individual,Fair,1,0,73,8.89
CAR0290,Volkswagen,2023,34303,1568,181.1,Petrol,Automatic,Ahmedabad,Individual,Very Good,1,0,73,6.97
CAR0291,Maruti,2018,91497,758,131.1,Petrol,Manual,Mumbai,Dealer,Very Good,2,0,94,3.36
CAR0292,Kia,2022,66518,1822,199.2,Petrol,Manual,Jaipur,Individual,Good,2,0,57,6.99
CAR0293,Volkswagen,2020,56908,1240,160.9,Petrol,Manual,Lucknow,Dealer,Very Good,1,0,85,4.85
CAR0294,Tata,2021,64283,1149,161.9,Diesel,Manual,Bengaluru,Certified Dealer,Very Good,1,0,71,6.23
CAR0295,Mahindra,2017,82836,652,89.1,Petrol,Manual,Bengaluru,Individual,Very Good,2,0,85,1.95
CAR0296,Honda,2018,96485,1993,193.6,CNG,Automatic,Delhi,Individual,Very Good,1,1,61,3.25
CAR0297,Mahindra,2023,73085,1419,176.5,CNG,Manual,Hyderabad,Certified Dealer,Very Good,1,0,86,8.42
CAR0298,Toyota,2016,79082,788,130.5,Diesel,Manual,Kochi,Dealer,Good,3,1,73,2.33
CAR0299,Toyota,2017,129914,2596,234.9,Petrol,Manual,Pune,Certified Dealer,Good,3,1,70,2.75
CAR0300,Toyota,2025,170000,2000,210.0,Diesel,Manual,Pune,Individual,Good,1,0,97,12.8
CAR0301,Volkswagen,2019,79206,1390,122.3,Petrol,Manual,Bengaluru,Dealer,Good,2,1,56,3.12
CAR0302,Toyota,2024,5000,1692,186.7,CNG,Manual,Mumbai,Individual,Very Good,1,0,59,9.3
CAR0303,Tata,2022,79442,1147,111.5,Petrol,Manual,Lucknow,Dealer,Good,1,0,93,6.14
CAR0304,Maruti,2014,110625,763,118.5,Diesel,Manual,Lucknow,Individual,Fair,1,0,60,1.2
CAR0305,Toyota,2020,81118,1159,146.9,Petrol,Automatic,Chandigarh,Certified Dealer,Good,2,0,73,4.83
CAR0306,Honda,2014,101518,1584,95.9,Diesel,Automatic,Hyderabad,Individual,Fair,2,0,93,1.2
CAR0307,Hyundai,2019,71613,995,145.6,Diesel,Manual,Mumbai,Dealer,Good,2,0,89,5.3
CAR0308,Volkswagen,2014,103612,1559,177.4,Petrol,Automatic,Pune,Certified Dealer,Good,1,0,90,1.2
CAR0309,Skoda,2016,130992,1583,151.7,Petrol,Manual,Kochi,Individual,Fair,1,0,87,1.82
CAR0310,Hyundai,2018,82356,1469,176.8,CNG,Manual,Jaipur,Certified Dealer,Good,4,0,91,3.37
CAR0311,Honda,2025,14577,947,147.4,Diesel,Manual,Chandigarh,Dealer,Fair,1,0,93,7.95
CAR0312,Honda,2024,33952,1404,166.9,Petrol,Automatic,Mumbai,Individual,Fair,1,0,86,8.03
CAR0313,Mahindra,2023,66420,1549,163.3,Diesel,Manual,Pune,Dealer,Good,2,0,79,7.09
CAR0314,Tata,2014,102304,915,129.6,Petrol,Manual,Ahmedabad,Individual,Excellent,2,0,62,1.2
CAR0315,Toyota,2021,65905,1580,165.5,Petrol,Manual,Hyderabad,Individual,Very Good,1,1,69,5.51
CAR0316,Mahindra,2014,151557,1186,131.9,Petrol,Automatic,Lucknow,Dealer,Fair,2,0,94,1.2
CAR0317,Volkswagen,2020,60512,1308,135.6,Petrol,Automatic,Delhi,Individual,Excellent,1,2,95,5.93
CAR0318,Mahindra,2022,76484,1038,139.6,Diesel,Automatic,Delhi,Dealer,Good,1,1,69,5.3
CAR0319,Hyundai,2019,125681,1327,164.3,Diesel,Automatic,Delhi,Dealer,Very Good,1,0,59,3.68
CAR0320,Honda,2020,71321,1266,95.0,Diesel,Manual,Ahmedabad,Individual,Excellent,2,0,97,5.57
